Credit,Partenaire,Durée_du_crédit,Type_de_produit,Montant_du_crédit,Montant_du_renouvelable,Situation_familliale,Nombre_enfant,Contrat_de_travail,Profession,Situation_logement,Sex,Age,Revenu
1,2,3.0,1,999.0,2000.0,3,0.0,2,0,4,0,56.0,2500.0
1,8,4.0,1,1385.87,3000.0,3,0.0,4,7,4,1,67.0,3300.0
1,2,20.0,0,1327.95,1327.95,1,2.0,2,5,1,0,42.0,1600.0
1,2,12.0,0,458.99,458.99,0,0.0,2,3,1,0,21.0,2000.0
1,2,20.0,0,1950.0,1950.0,1,1.0,2,5,1,0,19.0,1850.0
1,2,12.0,0,983.99,983.99,2,1.0,2,3,1,0,24.0,1750.0
1,2,12.0,0,659.99,659.99,2,0.0,2,3,1,0,20.0,1400.0
1,2,20.0,0,1348.98,1348.98,0,0.0,2,3,1,0,20.0,1350.0
1,2,12.0,0,743.98,743.98,0,0.0,2,6,1,1,21.0,1400.0
1,2,30.0,0,478.99,478.99,6,0.0,4,7,4,0,70.0,3000.0
1,2,30.0,0,1652.98,1652.98,0,1.0,2,3,1,0,30.0,2200.0
1,2,20.0,0,563.99,563.99,0,0.0,2,3,1,0,26.0,1300.0
1,2,5.0,0,899.99,899.99,3,0.0,2,2,4,0,61.0,4600.0
1,8,4.0,1,136.27,3000.0,2,1.0,2,5,4,0,30.0,1100.0
1,2,20.0,0,778.99,778.99,0,0.0,2,5,1,1,23.0,1450.0
1,3,4.0,0,400.0,400.0,1,0.0,2,6,2,1,53.0,1400.0
1,3,4.0,0,352.0,352.0,0,0.0,4,8,3,0,19.0,1200.0
1,3,4.0,0,300.0,300.0,2,2.0,2,3,4,1,30.0,998.0
1,3,10.0,0,1011.07,1011.07,3,0.0,4,7,4,0,61.0,2440.0
1,3,10.0,0,432.1,432.1,0,0.0,1,3,3,0,24.0,1300.0
1,3,10.0,0,1263.05,1263.05,3,3.0,2,2,0,1,45.0,3800.0
1,3,10.0,0,444.8,444.8,0,2.0,2,6,0,0,53.0,2400.0
1,3,10.0,0,1019.0,1019.0,3,2.0,2,3,4,1,48.0,1350.0
1,8,3.0,0,308.79,308.79,1,0.0,2,6,0,0,57.0,2600.0
1,8,4.0,1,254.29,3000.0,2,1.0,2,5,0,1,32.0,1600.0
1,3,10.0,0,762.38,762.38,3,2.0,2,2,0,0,34.0,3100.0
1,3,10.0,0,1641.15,1641.15,0,2.0,1,3,1,0,49.0,1391.0
1,3,10.0,0,1000.0,1000.0,3,2.0,2,3,1,0,41.0,2047.0
1,3,10.0,0,1074.33,1074.33,3,6.0,2,1,1,1,33.0,2400.0
1,3,10.0,0,338.69,338.69,0,0.0,2,2,1,0,30.0,2600.0
1,3,4.0,0,410.0,410.0,0,0.0,1,3,3,0,23.0,1186.0
1,3,1.0,1,425.16,1500.0,0,0.0,1,6,3,1,32.0,1850.0
1,3,10.0,0,449.0,449.0,3,2.0,2,6,1,0,36.0,2351.0
1,8,4.0,1,179.99,3000.0,3,3.0,2,5,1,1,63.0,1100.0
1,3,10.0,0,500.3,500.3,3,1.0,2,3,1,1,43.0,2100.0
1,3,10.0,0,1082.54,1082.54,3,2.0,2,2,0,0,49.0,3500.0
1,3,10.0,0,561.26,561.26,3,0.0,4,7,4,1,64.0,1600.0
1,3,10.0,0,378.0,378.0,3,2.0,2,3,1,0,46.0,1650.0
1,3,4.0,0,404.76,404.76,3,0.0,4,7,4,1,63.0,3300.0
1,3,3.0,0,396.51,396.51,3,0.0,4,7,4,0,72.0,4500.0
0,3,10.0,0,2000.0,2000.0,0,0.0,2,3,1,0,34.0,1800.0
1,3,10.0,0,703.52,703.52,2,1.0,2,3,1,0,45.0,924.0
1,3,10.0,0,1389.26,1389.26,1,0.0,4,7,4,1,69.0,3600.0
1,3,10.0,0,214.83,214.83,0,0.0,2,3,1,0,62.0,2300.0
1,3,10.0,0,516.7,516.7,3,0.0,2,3,1,1,51.0,1700.0
1,3,4.0,0,186.36,186.36,3,1.0,2,3,1,0,54.0,600.0
1,3,10.0,0,320.56,320.56,3,0.0,2,3,0,0,65.0,1700.0
1,3,10.0,0,556.92,556.92,3,0.0,4,7,4,0,69.0,2500.0
1,3,4.0,0,334.0,334.0,1,1.0,2,6,1,0,48.0,1320.0
1,8,30.0,1,0.0,1000.0,2,1.0,2,5,0,1,36.0,1450.0
1,3,4.0,0,170.57,170.57,3,0.0,2,3,1,0,54.0,1850.0
1,3,10.0,0,739.0,739.0,0,0.0,4,7,1,1,68.0,1580.0
0,3,10.0,0,2000.0,2000.0,0,0.0,4,7,1,0,65.0,1700.0
1,3,4.0,0,881.09,881.09,1,0.0,4,7,1,1,72.0,2300.0
1,3,4.0,0,226.23,226.23,3,0.0,4,7,4,0,60.0,1800.0
1,3,10.0,0,196.0,196.0,3,0.0,4,7,4,0,71.0,2000.0
1,3,10.0,0,498.0,498.0,3,1.0,2,3,1,0,50.0,1136.0
1,3,10.0,0,282.8,282.8,1,1.0,0,2,0,0,48.0,5000.0
0,3,10.0,0,2000.0,2000.0,0,1.0,2,3,1,0,31.0,1650.0
1,3,4.0,0,253.0,253.0,0,0.0,2,6,4,1,50.0,1590.0
1,3,10.0,0,251.02,251.02,0,0.0,4,7,4,1,65.0,2105.0
1,3,10.0,0,739.0,739.0,0,4.0,0,1,3,1,42.0,1500.0
1,3,3.0,1,225.2,1500.0,0,0.0,2,3,1,0,23.0,1081.0
1,3,10.0,0,371.86,371.86,3,0.0,4,7,0,0,63.0,3100.0
1,3,10.0,0,739.0,739.0,4,2.0,2,1,4,1,26.0,2000.0
1,3,3.0,1,739.0,1500.0,0,3.0,0,1,3,1,29.0,1800.0
1,3,4.0,0,105.63,105.63,2,3.0,2,6,1,0,28.0,450.0
1,3,10.0,0,508.53,508.53,3,2.0,2,5,1,1,28.0,1300.0
1,8,30.0,1,0.0,1000.0,3,0.0,4,7,4,0,67.0,2200.0
1,3,10.0,0,245.9,245.9,2,0.0,2,6,0,0,49.0,2000.0
1,3,10.0,0,409.06,409.06,3,0.0,4,7,0,0,64.0,2200.0
0,3,10.0,0,1478.0,1478.0,0,0.0,2,1,0,1,20.0,2000.0
1,3,10.0,0,287.0,287.0,3,0.0,4,7,4,0,81.0,1500.0
0,3,10.0,0,1213.9,1213.9,0,0.0,2,1,1,1,45.0,2000.0
1,3,10.0,0,260.0,260.0,3,2.0,2,3,1,0,24.0,1200.0
1,8,4.0,1,116.78,3000.0,3,0.0,2,3,1,0,52.0,1250.0
1,3,4.0,0,369.56,369.56,3,3.0,2,5,1,1,47.0,2000.0
0,3,10.0,0,1600.0,1600.0,0,0.0,2,3,3,0,24.0,1680.0
1,3,10.0,0,769.0,769.0,0,0.0,2,3,3,0,28.0,1380.0
1,3,3.0,1,218.0,1500.0,3,2.0,2,1,1,0,49.0,1500.0
1,3,10.0,0,439.0,439.0,2,0.0,2,1,1,0,42.0,1900.0
1,8,4.0,1,300.0,2000.0,3,0.0,2,3,0,1,30.0,1500.0
1,8,4.0,0,237.98,237.98,0,0.0,2,3,1,0,28.0,1100.0
1,8,3.0,1,346.84,2000.0,3,0.0,2,3,2,1,56.0,3320.0
1,8,4.0,1,573.2,2000.0,0,0.0,2,2,0,1,58.0,2500.0
1,8,3.0,1,228.97,2000.0,3,0.0,2,3,1,0,61.0,1200.0
1,8,4.0,1,487.94,2000.0,2,0.0,2,3,1,1,32.0,1150.0
1,8,10.0,0,675.7,675.7,2,1.0,2,3,1,0,27.0,1200.0
1,8,4.0,1,515.44,2000.0,2,4.0,2,5,1,1,32.0,1300.0
1,8,3.0,1,154.98,2000.0,3,2.0,2,5,3,1,30.0,1350.0
1,8,4.0,1,569.6,2000.0,6,0.0,2,6,4,1,50.0,1600.0
1,8,4.0,1,245.47,2000.0,1,0.0,2,6,1,0,60.0,1550.0
1,8,4.0,1,277.96,2000.0,0,0.0,2,6,2,1,47.0,1600.0
1,8,4.0,1,272.47,2000.0,3,2.0,2,3,1,0,51.0,1600.0
1,8,4.0,1,248.98,2000.0,0,1.0,2,3,3,0,39.0,1100.0
1,8,4.0,1,139.98,2000.0,3,2.0,2,5,1,1,49.0,1500.0
1,8,4.0,1,273.56,2000.0,0,1.0,2,3,0,0,39.0,1850.0
1,8,4.0,1,629.97,2000.0,3,2.0,2,3,1,1,37.0,1800.0
1,8,4.0,1,345.96,2000.0,2,3.0,2,3,1,0,39.0,1300.0
1,8,3.0,1,248.99,2000.0,3,1.0,0,1,0,1,51.0,2500.0
1,8,4.0,1,329.99,2000.0,1,0.0,0,1,0,1,59.0,3000.0
1,8,3.0,1,305.18,2000.0,3,0.0,4,7,4,1,70.0,2300.0
1,8,4.0,1,383.58,2000.0,0,1.0,2,6,0,0,54.0,1500.0
1,8,10.0,0,592.76,592.76,0,0.0,2,3,1,0,38.0,1800.0
1,8,4.0,1,943.51,2000.0,3,2.0,2,5,0,1,45.0,1500.0
1,8,3.0,1,237.56,2000.0,1,1.0,2,3,4,0,54.0,1550.0
1,8,4.0,1,210.49,2000.0,0,0.0,2,3,1,0,48.0,1500.0
1,8,10.0,0,1241.36,1241.36,2,0.0,2,3,4,0,61.0,679.65
1,8,4.0,0,106.98,106.98,0,0.0,2,5,1,1,53.0,1300.0
1,8,4.0,0,289.78,289.78,0,0.0,2,6,3,0,33.0,1250.0
1,8,4.0,1,485.0,2000.0,3,2.0,2,5,0,1,41.0,1400.0
1,8,3.0,1,275.98,2000.0,3,2.0,0,1,1,1,48.0,1500.0
1,8,4.0,1,614.47,2000.0,2,2.0,2,3,1,0,36.0,1180.0
1,8,4.0,1,261.8,2000.0,3,1.0,2,2,1,1,46.0,1900.0
1,8,4.0,1,333.9,2000.0,0,0.0,4,7,4,1,19.0,2500.0
1,8,4.0,1,235.39,2000.0,3,3.0,4,4,1,1,44.0,1700.0
1,8,3.0,1,321.08,2000.0,0,0.0,2,3,1,1,46.0,1600.0
1,8,3.0,1,174.98,2000.0,3,3.0,2,3,1,0,44.0,1200.0
1,8,3.0,1,367.99,2000.0,2,1.0,4,4,4,1,47.0,950.0
1,8,10.0,0,1746.55,1746.55,3,0.0,2,5,4,1,60.0,2400.0
1,8,4.0,1,349.0,2000.0,1,0.0,2,6,0,1,55.0,3600.0
1,8,10.0,0,600.0,600.0,3,2.0,2,5,4,1,48.0,1400.0
1,8,3.0,0,305.8,305.8,4,1.0,1,3,1,0,27.0,1200.0
1,8,3.0,1,509.29,2000.0,3,1.0,2,6,0,1,38.0,2600.0
1,8,4.0,1,489.38,2000.0,3,3.0,2,5,0,1,35.0,1500.0
1,8,10.0,0,436.8,436.8,5,0.0,4,4,3,1,56.0,1250.0
1,8,10.0,0,704.54,704.54,2,2.0,2,5,1,1,34.0,1800.0
1,8,4.0,1,283.2,2000.0,3,2.0,2,6,0,1,42.0,1300.0
1,8,3.0,1,300.0,2000.0,3,3.0,2,5,0,1,40.0,1700.0
1,8,3.0,1,247.6,2000.0,2,1.0,2,6,0,1,33.0,1700.0
1,8,10.0,0,339.58,339.58,1,0.0,2,5,1,1,48.0,1460.0
1,8,4.0,1,349.56,2000.0,3,3.0,2,3,1,1,36.0,1400.0
1,8,4.0,1,313.6,2000.0,6,2.0,2,6,2,1,52.0,1700.0
1,8,4.0,1,478.56,2000.0,3,3.0,2,3,0,1,49.0,1800.0
1,8,3.0,1,606.03,2000.0,0,0.0,2,2,3,1,32.0,2000.0
1,8,3.0,0,570.0,570.0,0,1.0,1,5,3,0,32.0,1300.0
1,8,4.0,1,999.0,2000.0,0,0.0,2,3,1,0,29.0,1800.0
1,8,4.0,1,481.16,2000.0,0,1.0,2,3,1,0,31.0,1256.0
1,8,10.0,0,614.22,614.22,3,3.0,2,2,0,0,47.0,2700.0
1,8,4.0,1,279.7,2000.0,0,2.0,2,2,0,0,48.0,4700.0
1,8,3.0,1,390.0,2000.0,3,0.0,4,7,3,1,64.0,1500.0
1,8,3.0,1,284.49,2000.0,2,2.0,2,5,1,1,39.0,1790.0
1,8,4.0,1,179.99,2000.0,0,0.0,2,3,1,1,27.0,1800.0
1,8,4.0,1,945.15,2000.0,0,0.0,2,3,1,1,26.0,1200.0
1,2,12.0,0,825.0,825.0,6,1.0,4,7,4,1,60.0,24000.0
1,2,10.0,0,463.99,463.99,3,0.0,4,7,4,1,75.0,12000.0
1,2,15.0,1,872.98,2000.0,3,0.0,4,7,4,1,69.0,1700.0
1,8,30.0,1,0.0,1000.0,0,0.0,2,3,1,0,23.0,1410.0
1,2,10.0,1,463.99,2000.0,6,0.0,4,7,1,0,82.0,1200.0
1,2,10.0,1,621.89,2000.0,2,0.0,4,4,1,1,32.0,1072.0
1,2,10.0,1,483.99,2000.0,3,2.0,2,6,4,0,35.0,1200.0
1,2,10.0,1,483.99,2000.0,3,3.0,0,1,0,1,29.0,2000.0
1,8,4.0,1,395.77,3000.0,2,2.0,2,3,0,0,37.0,1200.0
1,2,4.0,0,623.89,623.89,3,3.0,2,6,4,0,42.0,2600.0
1,2,10.0,1,483.99,2000.0,3,0.0,4,7,4,0,60.0,1600.0
1,2,15.0,1,513.99,2000.0,0,1.0,2,3,1,0,47.0,1100.0
1,2,12.0,0,999.98,999.98,3,5.0,2,3,0,0,32.0,1500.0
1,2,20.0,0,1017.98,1017.98,3,0.0,4,7,4,1,65.0,1600.0
1,2,12.0,0,942.98,942.98,0,0.0,2,6,3,1,38.0,1650.0
1,2,10.0,0,483.99,483.99,0,1.0,1,3,1,0,38.0,1370.0
1,8,3.0,1,325.76,3000.0,2,0.0,2,6,0,1,48.0,2800.0
1,2,15.0,0,1082.98,1082.98,2,6.0,2,5,0,1,51.0,2000.0
0,2,12.0,0,1011.88,1011.88,0,0.0,2,5,3,1,19.0,1350.0
1,2,10.0,1,368.99,2000.0,2,1.0,2,2,4,0,48.0,2000.0
1,2,10.0,1,1029.97,2000.0,3,0.0,4,7,4,1,79.0,1200.0
1,2,15.0,0,967.98,967.98,2,0.0,2,5,1,1,25.0,1650.0
1,2,10.0,1,533.99,2000.0,2,3.0,2,3,1,1,40.0,1500.0
1,2,10.0,1,513.99,2000.0,3,0.0,2,1,4,0,53.0,1430.0
1,2,10.0,1,513.99,2000.0,2,3.0,2,3,0,1,34.0,1500.0
1,2,12.0,0,519.99,519.99,3,0.0,0,1,0,1,55.0,1000.0
1,2,10.0,1,563.99,2000.0,3,2.0,2,5,0,1,43.0,1700.0
1,2,12.0,0,649.99,649.99,0,2.0,2,3,1,0,36.0,1400.0
1,2,15.0,0,578.99,578.99,0,0.0,2,5,0,1,31.0,1300.0
1,8,1.0,1,141.95,3000.0,0,2.0,2,3,1,0,36.0,1600.0
1,2,15.0,0,613.99,613.99,3,0.0,2,3,0,0,51.0,1200.0
1,2,10.0,1,399.99,2000.0,6,0.0,4,7,4,0,72.0,1500.0
1,2,10.0,1,713.98,2000.0,4,0.0,2,3,1,1,55.0,1300.0
1,2,30.0,0,2456.95,2456.95,3,0.0,2,3,0,0,58.0,2500.0
1,2,20.0,0,1192.98,1192.98,3,0.0,4,7,4,1,63.0,1300.0
1,2,20.0,0,1428.99,1428.99,2,0.0,2,1,1,1,23.0,2000.0
1,2,10.0,0,538.99,538.99,3,0.0,4,7,4,1,75.0,2300.0
1,2,5.0,0,583.99,583.99,2,4.0,2,5,0,1,32.0,2200.0
1,2,10.0,1,558.99,2000.0,3,0.0,4,7,4,0,67.0,1300.0
1,2,12.0,0,738.98,738.98,0,0.0,4,4,1,1,37.0,905.0
1,2,10.0,1,583.99,2000.0,3,0.0,4,7,4,0,65.0,800.0
1,2,15.0,0,963.99,963.99,2,3.0,2,5,1,1,44.0,2000.0
1,2,10.0,1,583.99,2000.0,3,0.0,2,2,0,1,59.0,2200.0
1,8,10.0,0,435.16,435.16,3,3.0,2,6,0,0,42.0,3200.0
1,2,20.0,0,999.0,999.0,2,2.0,2,5,0,1,42.0,2200.0
1,2,10.0,1,563.99,2000.0,3,1.0,2,5,0,1,53.0,1500.0
1,2,20.0,0,983.99,983.99,3,2.0,2,1,0,1,38.0,1500.0
1,2,10.0,1,358.99,2000.0,3,2.0,2,5,4,1,44.0,3500.0
1,2,20.0,0,928.97,928.97,6,0.0,4,7,4,0,71.0,1500.0
1,2,30.0,0,2456.96,2456.96,3,0.0,4,7,4,1,71.0,2000.0
1,2,5.0,0,999.99,999.99,3,1.0,2,3,0,1,49.0,3000.0
1,2,12.0,0,613.99,613.99,3,0.0,2,2,1,1,37.0,3373.0
1,2,20.0,0,719.98,719.98,6,0.0,4,7,1,0,68.0,1500.0
1,8,10.0,0,467.2,467.2,3,1.0,2,5,2,1,53.0,2600.0
1,2,30.0,0,1572.96,1572.96,3,2.0,2,5,0,0,37.0,1400.0
1,2,5.0,0,800.0,800.0,3,0.0,0,1,0,0,70.0,1300.0
1,2,10.0,1,483.99,2000.0,6,0.0,4,7,4,0,67.0,1500.0
1,2,5.0,0,563.99,563.99,0,0.0,2,5,4,1,53.0,1800.0
1,8,10.0,0,310.0,310.0,3,0.0,2,6,1,0,55.0,1300.0
1,2,12.0,0,549.99,549.99,1,2.0,2,3,1,0,45.0,1300.0
1,2,10.0,1,533.99,2000.0,3,2.0,2,3,0,0,39.0,1700.0
1,2,3.0,1,583.99,2000.0,3,0.0,4,7,4,1,71.0,1500.0
1,2,4.0,0,598.99,598.99,6,0.0,4,7,4,0,91.0,2300.0
1,2,15.0,0,983.98,983.98,3,0.0,4,7,4,0,71.0,1900.0
1,2,12.0,0,718.98,718.98,0,0.0,2,5,1,1,21.0,1400.0
1,2,5.0,0,533.99,533.99,3,0.0,4,7,4,1,62.0,1700.0
1,2,10.0,1,483.99,2000.0,3,2.0,2,3,0,1,48.0,2000.0
1,2,20.0,0,1588.98,1588.98,3,1.0,2,3,4,0,46.0,2800.0
1,2,3.0,1,658.98,2000.0,3,1.0,2,5,0,1,44.0,2400.0
1,2,15.0,0,963.99,963.99,3,2.0,0,1,4,1,48.0,1500.0
1,2,5.0,0,583.99,583.99,3,1.0,2,3,4,0,45.0,1500.0
1,2,10.0,1,683.99,2000.0,2,2.0,0,1,1,1,28.0,1500.0
1,2,20.0,0,1398.99,1398.99,3,2.0,2,3,0,1,31.0,1800.0
1,2,12.0,0,583.99,583.99,0,2.0,2,6,1,0,41.0,2300.0
1,2,20.0,0,1532.98,1532.98,2,0.0,2,5,4,1,30.0,1500.0
1,8,4.0,1,815.2,2000.0,3,2.0,2,6,1,0,33.0,1635.0
1,8,3.0,1,278.56,3000.0,3,0.0,2,2,4,1,54.0,2500.0
1,2,3.0,1,643.98,2000.0,3,2.0,2,3,0,0,41.0,850.0
1,2,10.0,1,513.99,2000.0,3,0.0,4,7,4,1,61.0,2334.0
1,2,20.0,0,699.98,699.98,2,0.0,2,3,0,0,42.0,1100.0
1,2,5.0,0,663.99,663.99,3,2.0,2,2,4,1,48.0,3000.0
1,2,30.0,0,1546.97,1546.97,3,3.0,2,3,0,0,41.0,734.0
1,2,15.0,1,533.99,2000.0,3,2.0,2,3,0,0,40.0,1700.0
1,2,20.0,0,957.98,957.98,3,0.0,4,7,4,1,75.0,2600.0
1,8,4.0,1,433.16,3000.0,0,1.0,2,1,1,0,45.0,1700.0
1,2,10.0,1,473.99,2000.0,3,0.0,4,7,4,0,67.0,3300.0
1,2,12.0,0,500.0,500.0,3,2.0,2,3,4,0,46.0,1300.0
1,2,10.0,1,538.99,2000.0,3,0.0,4,7,4,1,61.0,1300.0
1,8,3.0,1,166.78,3000.0,3,0.0,4,7,1,1,78.0,1800.0
1,2,12.0,0,533.99,533.99,0,2.0,2,5,1,1,38.0,1620.0
1,2,30.0,0,1585.97,1585.97,1,0.0,2,2,1,0,59.0,2000.0
1,2,20.0,0,893.97,893.97,0,0.0,2,6,1,0,50.0,2100.0
1,2,10.0,1,513.99,2000.0,3,1.0,2,6,4,0,49.0,1000.0
1,2,10.0,1,488.99,2000.0,3,1.0,2,5,0,1,45.0,2100.0
1,2,10.0,1,463.99,3000.0,3,2.0,0,0,4,0,44.0,1000.0
1,2,4.0,0,833.99,833.99,0,0.0,0,0,4,1,55.0,1500.0
1,8,30.0,1,0.0,1000.0,3,1.0,4,7,1,1,73.0,1400.0
1,2,10.0,0,399.99,399.99,6,0.0,4,7,1,0,66.0,1200.0
1,2,10.0,1,533.99,3000.0,3,0.0,2,3,1,0,50.0,1392.0
1,2,20.0,0,1118.99,1118.99,2,0.0,1,3,1,1,25.0,1200.0
1,2,5.0,0,663.99,663.99,0,0.0,4,7,4,1,64.0,1100.0
1,2,12.0,0,583.99,583.99,3,0.0,4,7,1,1,61.0,1650.0
1,2,10.0,1,483.99,3000.0,3,0.0,2,3,4,0,60.0,1500.0
1,2,10.0,1,483.99,3000.0,3,2.0,2,2,0,1,59.0,7000.0
1,8,10.0,1,382.76,3000.0,0,0.0,2,3,1,1,22.0,1400.0
1,2,5.0,0,663.99,663.99,3,2.0,2,3,0,0,44.0,1200.0
1,2,12.0,0,883.99,883.99,3,1.0,2,5,0,0,43.0,1400.0
0,1,10.0,0,1350.0,1350.0,0,0.0,2,6,1,1,31.0,2100.0
1,1,10.0,0,578.0,578.0,0,0.0,2,3,1,0,22.0,1200.0
1,1,10.0,0,404.0,404.0,0,1.0,2,2,0,1,46.0,2500.0
1,1,10.0,0,1317.0,1317.0,3,3.0,2,3,1,1,42.0,1500.0
1,1,10.0,0,830.0,830.0,2,0.0,2,3,1,1,41.0,1700.0
1,1,10.0,0,729.0,729.0,0,0.0,2,3,4,0,28.0,1460.0
1,1,10.0,0,999.0,999.0,3,0.0,2,3,1,0,57.0,1365.0
1,1,10.0,0,711.0,711.0,3,1.0,2,3,0,0,32.0,1950.0
1,8,10.0,0,564.91,564.91,0,0.0,2,5,1,1,43.0,900.0
1,1,10.0,0,479.0,479.0,2,0.0,2,3,1,1,33.0,15600.0
1,1,10.0,0,1510.0,1510.0,0,0.0,2,2,1,1,43.0,1500.0
1,1,10.0,0,990.0,990.0,0,0.0,2,3,3,0,27.0,13200.0
1,1,10.0,0,652.0,652.0,2,1.0,2,6,1,0,31.0,21000.0
1,1,10.0,0,549.0,549.0,0,0.0,1,3,2,1,25.0,1000.0
1,1,10.0,0,590.0,590.0,0,0.0,1,6,3,0,31.0,1500.0
1,1,10.0,0,499.0,499.0,0,0.0,1,2,1,1,28.0,1800.0
1,8,3.0,1,240.0,3000.0,3,0.0,4,7,4,0,89.0,3000.0
1,1,10.0,0,990.0,990.0,0,1.0,2,3,1,1,34.0,2037.0
1,1,10.0,0,678.0,678.0,0,0.0,2,1,1,1,50.0,4500.0
1,1,10.0,0,518.0,518.0,3,2.0,2,3,1,0,34.0,1440.0
1,1,10.0,0,750.0,750.0,0,0.0,2,3,2,1,22.0,1200.0
1,1,10.0,0,520.0,520.0,3,5.0,2,6,1,0,37.0,1130.0
1,1,10.0,0,620.0,620.0,3,0.0,2,6,1,1,28.0,2200.0
1,1,10.0,0,435.0,435.0,3,0.0,2,1,1,0,27.0,1300.0
1,1,10.0,0,499.0,499.0,0,2.0,2,6,1,1,42.0,2000.0
1,8,3.0,1,534.3,3000.0,4,2.0,2,6,0,1,35.0,1800.0
1,1,10.0,0,499.0,499.0,3,2.0,2,5,1,1,35.0,1900.0
1,1,10.0,0,505.0,505.0,3,1.0,2,5,1,1,40.0,1600.0
1,1,10.0,0,1355.0,1355.0,0,0.0,2,5,3,1,23.0,1980.0
1,1,10.0,0,799.0,799.0,0,0.0,2,6,3,0,34.0,2000.0
1,1,10.0,0,1123.0,1123.0,0,2.0,2,6,1,0,32.0,1200.0
1,8,10.0,0,399.0,399.0,2,0.0,2,5,1,1,45.0,1500.0
1,1,10.0,0,990.0,990.0,0,0.0,2,3,1,1,30.0,1200.0
1,1,10.0,0,588.0,588.0,1,3.0,2,6,0,0,36.0,1700.0
1,1,10.0,0,990.0,990.0,3,3.0,2,2,1,0,37.0,14400.0
1,1,10.0,0,840.0,840.0,3,3.0,2,3,1,1,53.0,1900.0
1,1,10.0,0,515.0,515.0,3,2.0,2,3,1,1,43.0,1400.0
1,1,10.0,0,1650.0,1650.0,3,1.0,2,2,0,1,46.0,5186.98
1,1,10.0,0,909.0,909.0,3,1.0,2,2,0,1,46.0,2500.0
1,1,10.0,0,940.0,940.0,0,1.0,2,6,1,1,34.0,1400.0
1,1,10.0,0,850.0,850.0,2,1.0,2,3,1,0,29.0,1335.0
